32040003,305.688203455592
32040001,313.3567077260259
32040002,264.08200103205724
32040004,188.57835875127125
32040005,251.86474182619634
32040006,188.85243301078748
32040007,277.79616517207853
32040008,180.91272449788954
32040009,338.99682338259174
32040010,303.47019832321587
32045704,350.2045078627766
32045705,227.83996368198996
32045706,308.5124895200282
32045707,320.0185037370653
32045708,288.0292191828654
32045709,336.1817367224844
32045710,293.1620553051228
32045711,251.0877586623909
32045712,235.87946425080145
32045713,221.34856791192715
32045714,224.3591428403265
32045715,265.5684011917909
32045716,269.7942158252284
32045717,164.5954684737154
32045718,169.31142119079254
32045719,171.60722346015592
32045720,150.26452923933329
32045721,173.1144149295946
32045722,238.0064014689686
32045723,160.08286532559316
32045724,200.89237863094837
32045725,242.54794400697205
32045726,241.59587465321619
32045727,165.71025769558423
32045728,257.6772282406368
32045729,224.94113789920272
32045730,280.8402960928697
32045731,202.8358960930234
32045732,151.23779929563653
32045733,148.0101417626301
32045734,192.79209386106766
32045735,149.10667882454777
32045736,223.3157598105593
32045737,201.86593508474533
32045738,181.8409259593596
32045739,203.02063877397313
32045740,157.18849946187856
32045741,193.55462254436998
32045742,159.33016444773972
32045743,181.6387407085789
32045744,197.24577719204984
32045745,202.16894361461135
32045746,221.74684231873476
32045747,135.93397833773713
32045748,170.82607059714366
32045749,176.71940161199768
32045750,279.82159707675766
32045751,211.62210411555043
32045752,231.2713142956987
32045753,270.61575841387264
32045754,193.16595217587673
32045755,254.6684260069497
32045756,202.2377088668601
32045757,262.0157159701787
32045758,240.82507235771322
32045759,304.3218006522537
32045760,299.58108617241965
32045761,242.3227749236882
32045762,171.96803256339945
